orig,parsed,arpabet_name,unmapped
Bi1i2.wav,Bi/1;i/2,B-IY1_IY2_2.wav,
Bi1i2.wav,Bi/1;i/2,B-IY1_IY2_3.wav,
Ga2.wav,Ga/2,G-AA2_2.wav,
Ga2.wav,Ga/2,G-AA2_3.wav,
Ga3.wav,Ga/3,G-AA3_2.wav,
Ga3.wav,Ga/3,G-AA3_3.wav,
Gu3i2.wav,Gu/3;i/2,G-UH3_IH2_2.wav,
Gu3i2.wav,Gu/3;i/2,G-UH3_IH2_3.wav,
Log1.wav,Log/1,L-AW-G1_2.wav,
Log1.wav,Log/1,L-AW-G1_3.wav,
Pa3.wav,Pa/3,P-AA3_2.wav,
Pa3.wav,Pa/3,P-AA3_3.wav,
Ran2.wav,Ran/2,R-AA-N2_2.wav,
Ran2.wav,Ran/2,R-AA-N2_3.wav,
Ren2.wav,Ren/2,R-EH-N2_2.wav,
Ren2.wav,Ren/2,R-EH-N2_3.wav,
Sentence 10.wav,Sentence/2,SENTENCE10_2.wav,
Sentence 10.wav,Sentence/2,SENTENCE10_3.wav,
To3.wav,To/3,T-AW3_2.wav,
To3.wav,To/3,T-AW3_3.wav,
Ti1.wav,Ti/1,T-IH1_2.wav,
Ti1.wav,Ti/1,T-IH1_3.wav,
