orig,parsed,arpabet_name,unmapped
Be3.wav,Be/3,B-EY3.wav,
Be3.wav,Be/3,B-EY3_1.wav,
Ga1 (1).wav,Ga/1,G-AA1.wav,
Ga1 (1).wav,Ga/1,G-AA1_1.wav,
Ga1 (1).wav,Ga/1,G-W-EH-N1.wav,
Ga1 (1).wav,Ga/1,G-W-EH-N1_1.wav,
Ka1angr2.wav,Ka/1;angr/2,K-AA1_AA-NG-R2.wav,
Ka1angr2.wav,Ka/1;angr/2,K-AA1_AA-NG-R2_1.wav,
Kan2.wav,Kan/2,K-AA-N2.wav,
Kan2.wav,Kan/2,K-AA-N2_1.wav,
N2.wav,N/2,N2_1.wav,
N2.wav,N/2,N2_2.wav,
Pu3.wav,Pu/3,P-UW3.wav,
Pu3.wav,Pu/3,P-UW3_1.wav,
Ra1.wav,Ra/1,R-AA-2.wav,
Ra1.wav,Ra/1,R-AA-2_1.wav,
Sentence 7.wav,Sentence/2,SENTENCE7.wav,
Sentence 7.wav,Sentence/2,SENTENCE7_1.wav,
Zak2.wav,Zak/2,Z-AA-K2.wav,
Zak2.wav,Zak/2,ZAK2.wav,
