orig,parsed,arpabet_name,unmapped
Fo3.wav,Fo/3,F-OW3.wav,
Fo3.wav,Fo/3,F-OW3_1.wav,
Gen2.wav,Gen/2,G-EH-N2.wav,
Gen2.wav,Gen/2,G-EH-N2_1.wav,
Leb1.wav,Leb/1,L-EY-B1.wav,
Leb1.wav,Leb/1,L-EY-B1_1.wav,
Nen2.wav,Nen/2,N-EH-N2.wav,
Nen2.wav,Nen/2,N-EH-N2_1.wav,
Nif2.wav,Nif/2,N-IH-F2.wav,
Nif2.wav,Nif/2,N-IH-F2_1.wav,
Ga3.wav,Ga/3,R-A3.wav,
Ga3.wav,Ga/3,R-A3_1.wav,
Re3.wav,Re/3,R-EY3.wav,
Re3.wav,Re/3,R-EY3_1.wav,
San2ag2 (1).wav,San/2;ag/2,S-AA-N2_AA-G2.wav,
San2ag2 (1).wav,San/2;ag/2,S-AA-N2_AA-G2_1.wav,
Sid2.wav,Sid/2,S-IY-D2.wav,
Sid2.wav,Sid/2,S-IY-D2_1.wav,
Sentence 9.wav,Sentence/2,SENTENCE9.wav,
Sentence 9.wav,Sentence/2,SENTENCE9_1.wav,
Wan2.wav,Wan/2,W-AA-N2.wav,
Wan2.wav,Wan/2,W-AA-N2_1.wav,
