orig,parsed,arpabet_name,unmapped
BANG3_3.wav,Bang/3,BANG3_3.wav,
BANG3_3.wav,Bang/3,BANG3_4.wav,
Be2.wav,Be/2,BE2_2.wav,
Be2.wav,Be/2,BE2_3.wav,
Boen2.wav,Boen/2,BOEN2_2.wav,
Boen2.wav,Boen/2,BOEN2_3.wav,
GA2_2.wav,Ga/2,GA2_2.wav,
GA2_3.wav,Ga/2,GA2_3.wav,
GAN1.wav,Gan/1,GAN1_2.wav,
GAN1.wav,Gan/1,GAN1_3.wav,
N2_3.wav,N/2,N2_3.wav,
N2_3.wav,N/2,N2_4.wav,
SE3E22_2.wav,Se/3;e/2,SE3E22_2.wav,
SE3E22_2.wav,Se/3;e/2,SE3E22_3.wav,
Sentence 15.wav,Sentence/2,SENTENCE15_2.wav,
Sentence 15.wav,Sentence/2,SENTENCE15_3.wav,
TAN2.wav,Tan/2,TAN2_2.wav,
TAN2.wav,Tan/2,TAN2_3.wav,
