orig,parsed,arpabet_name,unmapped
A3.wav,A/3,AA3.wav,
A3.wav,A/3,AA3_1.wav,
Be2.wav,Be/2,B-EY2.wav,
Be2.wav,Be/2,B-EY2_1.wav,
Be2oo2.wav,Be/2;oo/2,B-EY2_OW2_OW2.wav,
Be2oo2.wav,Be/2;oo/2,B-EY2_OW2_OW2_1.wav,
Go1.wav,Go/1,G-OW1.wav,
Go1.wav,Go/1,G-OW1_1.wav,
La2.wav,La/2,L-EH2.wav,
La2.wav,La/2,L-EH2_1.wav,
Oo2.wav,Oo/2,OW-OW2.wav,
Oo2.wav,Oo/2,OW-OW2_1.wav,
Sentence 2.wav,Sentence/2,SENTENCE2.wav,
Sentence 2.wav,Sentence/2,SENTENCE2_1.wav,
Ta1.wav,Ta/1,T-AE1.wav,
Ta1.wav,Ta/1,T-AE1_1.wav,
Wa.wav,Wa/2,W-AA-N2.wav,
Wa.wav,Wa/2,W-AA-N2_1.wav,
WA2.wav,Wa/2,WA2.wav,
WA2.wav,Wa/2,WA2_1.wav,
Yi3 (1).wav,Yi/3,Y-IY3.wav,
Yi3 (1).wav,Yi/3,Y-IY3_1.wav,
Zaabr2.wav,Zaabr/2,Z-AA-AA-B-R2.wav,
Zaabr2.wav,Zaabr/2,Z-AA-AA-B-R2_1.wav,
