orig,parsed,arpabet_name,unmapped
Ba2.wav,Ba/2,B-AA2.wav,
Ba2.wav,Ba/2,B-AA2_1.wav,
Bi1.wav,Bi/1,B-IY1_1.wav,
Bi1.wav,Bi/1,B-IY1_2.wav,
Ga2.wav,Ga/2,G-W-UH-A2.wav,
Ga2.wav,Ga/2,G-W-UH-A2_1.wav,
Lan2.wav,Lan/2,L-AE-N2.wav,
Lan2.wav,Lan/2,L-AE-N2_1.wav,
Men1.wav,Men/1,M-EH-N1.wav,
Men1.wav,Men/1,M-EH-N1_1.wav,
Rib3.wav,Rib/3,R-IY-B3.wav,
Rib3.wav,Rib/3,R-IY-B3_1.wav,
Sag1.wav,Sag/1,SAAG1.wav,
Sag1.wav,Sag/1,SAAG1_1.wav,
Sa3an2.wav,Sa/3;an/2,S-AA3_AA-N2.wav,
Sa3an2.wav,Sa/3;an/2,S-AA3_AA-N2_1.wav,
Sentence 5.wav,Sentence/2,SENTENCE5.wav,
Sentence 5.wav,Sentence/2,SENTENCE5_1.wav,
Ti3.wav,Ti/3,T-IH3.wav,
Ti3.wav,Ti/3,T-IH3_1.wav,
Wun2.wav,Wun/2,WUHN2.wav,
Wun2.wav,Wun/2,W-UW-N2.wav,
